,date,URL,content,numF,emotion
34,2020-03-04,https://weibo.cn/comment/hot/Ix5wg6sFD?rl=2,加油！湖北胜则全国胜[加油],78,hopeful
35,2020-03-04,https://weibo.cn/comment/hot/Ix5wg6sFD?rl=2,武汉加油，中国加油,29,hopeful
36,2020-03-04,https://weibo.cn/comment/hot/Ix5wg6sFD?rl=2,中国加油！武汉加油！,16,hopeful
37,2020-03-05,https://weibo.cn/comment/hot/Ix6KjzCe9?rl=2,祝天下有情人终成眷属，平平安安,81,hopeful
38,2020-03-05,https://weibo.cn/comment/hot/Ix6KjzCe9?rl=2,希望你们平安健康 预祝新婚快乐,51,hopeful
39,2020-03-05,https://weibo.cn/comment/hot/Ix6KjzCe9?rl=2,一定要平平安安 快乐幸福 祝福99,38,hopeful
40,2020-03-05,https://weibo.cn/comment/hot/Ix6KjzCe9?rl=2,祝福你们，白头偕老，幸福安康,16,neutral
41,2020-03-05,https://weibo.cn/comment/hot/Ix6KjzCe9?rl=2,“有了所爱之人的陪伴支持，无论何时，都有更多勇气面对余生的未知。”这句话真好！,14,satisfied
42,2020-03-05,https://weibo.cn/comment/hot/Ix6KjzCe9?rl=2,周总理生日快乐,6,neutral
43,2020-03-05,https://weibo.cn/comment/hot/Ixb2oBLH5?rl=2,全球范围内的传染病 留些给自己吧 谢谢你们,4673,moved
44,2020-03-05,https://weibo.cn/comment/hot/Ixb2oBLH5?rl=2,别全拿来呀，自己也要留着防备一些,3836,neutral
45,2020-03-05,https://weibo.cn/comment/hot/Ixb2oBLH5?rl=2,有人雪中送炭，有人落井下石。,3069,neutral
46,2020-03-05,https://weibo.cn/comment/hot/Ixb2oBLH5?rl=2,感谢,738,moved
47,2020-03-05,https://weibo.cn/comment/hot/Ixb2oBLH5?rl=2,记得当年汶川地震巴铁也是拿出了自己全部的战略储备帐篷捐给了中国，希望巴铁家的蝗灾能得到有效控制，不过农作物减产是肯定的了，到时候我们给巴铁送粮食吧,566,hopeful
48,2020-03-05,https://weibo.cn/comment/hot/Ixb2oBLH5?rl=2,昨天给巴驻华使馆捐款了，包含女儿的100压岁钱。希望能帮上他们。,71,angry
49,2020-03-05,https://weibo.cn/comment/hot/IxcRwm6Uh?rl=2,【@張信哲JeffChang 已为她准备好了签名CD~加油！】,1462,hopeful
50,2020-03-05,https://weibo.cn/comment/hot/IxcRwm6Uh?rl=2,很快张信哲会寄给你！@張信哲JeffChang,445,neutral
51,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,严控,535,neutral
52,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,一定要严格把控！！！,350,neutral
53,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,测体温没有用的，潜伏期是测不出来的。健康申请表也没有啥用。因为他接触的人他也不知道谁有病。建议只要高发疫区都要隔离14天，这样才不枉我们这么多天的努力啊,36,unsatisfied
54,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,华侨同胞，你们老老实实待在那里，就是最好的爱国！ 看看国内吧，幸亏有我们伟大的党伟大的老百姓，牺牲自我前赴后继，现在得来的成果不容易啊！难道你们还要这个时候回国吗？当年不管你们因为什么原因出去的，但肯定的说现在不是回来的时候！爱国不是口号，老老实实待着就是爱国！,20,suspicious
55,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,为啥不拒绝外国游客流入啊,253,cold
56,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,外籍人士隔离和治疗必须收费，老外在国外随意歧视侮辱打骂中国人，现在他们的同胞来中国祸祸还要好吃好喝的免费治疗，凭什么,6,unsatisfied
57,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,特别希望所有的省份防境外输入跟防我们湖北人一样严，一视同仁 ，这样效果会好多🙊   严防境外输入,185,unsatisfied
58,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,一视同仁，自费隔离14天，没病的放出来，有病的自费治,106,suspicious
59,2020-03-04,https://weibo.cn/comment/hot/Ix2cy3qRJ?rl=2,国内的好不容易控制住了，国外再输入这么多岂不前功尽弃？,82,neutral
60,2020-03-03,https://weibo.cn/comment/hot/IwVtD3TOL?rl=2,只有我们伟大的国家才能充分体现制度的优越性！还是中国特色社会主义好！！这在西方，管你死活照样拔你的皮！,121,satisfied
61,2020-03-03,https://weibo.cn/comment/hot/IwVtD3TOL?rl=2,支持中央决定,43,satisfied
62,2020-03-03,https://weibo.cn/comment/hot/IwVtD3TOL?rl=2,真是好消息啊,37,excited
63,2020-03-03,https://weibo.cn/comment/hot/IwVtD3TOL?rl=2,中国真的是很温暖❤️,21,satisfied
64,2020-03-03,https://weibo.cn/comment/hot/IwVtD3TOL?rl=2,支持,16,satisfied
65,2020-03-03,https://weibo.cn/comment/hot/IwVECq0Ug?rl=2,祝方舱医院早日关门大吉,1281,hopeful
66,2020-03-03,https://weibo.cn/comment/hot/IwVECq0Ug?rl=2,终于要倒闭了,434,excited
67,2020-03-03,https://weibo.cn/comment/hot/IwVECq0Ug?rl=2,湖北除武汉外其他城市什么时候可以解封？？？,133,suspicious
68,2020-03-03,https://weibo.cn/comment/hot/IwVECq0Ug?rl=2,问大家l213可以防病毒吗,2,suspicious
69,2020-03-03,https://weibo.cn/comment/hot/IwVECq0Ug?rl=2,现在还不是时候吧？想想一个月之前的人等床的乱象，应该保留相当的医疗资源才对，滞后几个月再处理不迟。,3,unsatisfied
70,2020-03-03,https://weibo.cn/comment/hot/IwVQA9lAi?rl=2,写了九个人就不能把最后一个也写出来吗？,267,neutral
71,2020-03-03,https://weibo.cn/comment/hot/IwVQA9lAi?rl=2,火神山、雷神山、钟南山， 三山齐聚克难关； 国内捐、海外捐、李兰娟， 众捐纷来病魔颤； 男护士、女护士、三军勇士齐抗疫； 医者心、仁者心、中国心， 万众一心不畏难！,165,hopeful
72,2020-03-03,https://weibo.cn/comment/hot/IwVQA9lAi?rl=2,那么多人支援武汉，武汉会好的，加油,50,hopeful
73,2020-03-03,https://weibo.cn/comment/hot/IwVQA9lAi?rl=2,对说真话真正的院士充满景仰之情！,36,neutral
74,2020-03-03,https://weibo.cn/comment/hot/IwWlMExOX?rl=2,国以民为本，社稷亦为民而立。,895,neutral
75,2020-03-03,https://weibo.cn/comment/hot/IwWlMExOX?rl=2,看来英国比意大利强不是一点半点，起码思维正常，脱欧是正确的选择,239,neutral
76,2020-03-03,https://weibo.cn/comment/hot/IwWlMExOX?rl=2,英国一定要重视起来🙏,371,unsatisfied
77,2020-03-03,https://weibo.cn/comment/hot/IwWlMExOX?rl=2,这病毒怎么不去找那个TL普，还有那个蔡什么文？他们有抗体？,295,satisfied
78,2020-03-03,https://weibo.cn/comment/hot/IwWlMExOX?rl=2,送你们六个字，不出门，戴口罩,153,neutral
79,2020-03-03,https://weibo.cn/comment/hot/IwWlMExOX?rl=2,还是英国人靠谱，意大利简直就是沙雕,97,neutral
80,2020-03-03,https://weibo.cn/comment/hot/IwWxsFArM?rl=2,湖北太难了...,1015,worry
81,2020-03-03,https://weibo.cn/comment/hot/IwWxsFArM?rl=2,2020太难了，祈祷大家都平安吧,325,worry
82,2020-03-03,https://weibo.cn/comment/hot/IwWxsFArM?rl=2,今年怎么了,34,neutral
83,2020-03-03,https://weibo.cn/comment/hot/IwWxsFArM?rl=2,湖北挺住啊！！多灾多难，必有后福！！！,22,hopeful
84,2020-03-03,https://weibo.cn/comment/hot/IwWLgqIqt?rl=2,可以隔离，但他们得承担一些费用，毕竟都是老百姓的血汗钱,1753,unsatisfied
85,2020-03-03,https://weibo.cn/comment/hot/IwWLgqIqt?rl=2,我也不支持老外免费在中国治疗。,1507,satisfied
86,2020-03-04,https://weibo.cn/comment/hot/IwWLgqIqt?rl=2,要严格做到 一视同仁 隔离不分内外啊！拜托啦！一定要监督到位啊！对于近期输入到国内的大批韩国人一定要注意让他们做到隔离观察啊啊啊！求求国家有关部门一定要监督到位啊！,613,worry
87,2020-03-03,https://weibo.cn/comment/hot/IwWLgqIqt?rl=2,已经变成了全球危机一定要重视!!!,301,unsatisfied
88,2020-03-03,https://weibo.cn/comment/hot/IwWLgqIqt?rl=2,一定要严防外来输入,176,neutral
89,2020-03-03,https://weibo.cn/comment/hot/IwWLgqIqt?rl=2,如果入外国籍的回来也免费治疗吗？,158,neutral
90,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,既然拿了，谁拿的多谁上咯，请安康领导马上上一线吧,1524,angry
91,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,吃相太难看了吧？,558,angry
92,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,要求公平公正公开,263,neutral
93,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,这样的领导脑子被病毒侵蚀了。。。。,134,neutral
94,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,这就是上面政策是好的 ，到了下面就像剥洋葱,106,neutral
95,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,“国以民为本，社稷亦为民而立。”原系朱熹在诠释《孟子》“民为贵，社稷次之，君为轻”时所讲。,101,neutral
96,2020-03-04,https://weibo.cn/comment/hot/Ix0g1n2kO?rl=2,一场疫情看出人间百态,94,neutral
97,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,我们分享他们也要听才行呀,39758,neutral
98,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,没有一个国家能像中国这样，在疫情完全没有预案和准备的情况下，迅速的做出反应，四万多名医护人员奔赴前线，六天建成一座医院，14亿人口的国家，一声令下，城市、农村全部封闭，人民自觉隔离，这就是中国速度，这就是中国精神！,29691,unsatisfied
99,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,作业拿去  人就别去了 毕竟有风险,14751,neutral
100,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,中国很早就开始分享并示警了,8794,neutral
101,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,那他们倒是戴口罩啊，这么一个小题都不会抄，还怎么指望他们抄大题,6608,worry
102,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,我们也没藏着掖着啊，其他国家不可以抄作业，喜欢放飞自我，喜欢自由飞翔啊，有啥办法？,4959,hopeful
103,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,身为中国人我们都应该感到自豪！大家都看到了，短时间内只有我国才能完成闭户封城的创举！短时间内只有我国能建造那么多的医院！短时间内只有我国有无数八方支援的同胞，世界将以中国为榜样！我爱中国！中国加油！🇨🇳,4367,hopeful
104,2020-03-04,https://weibo.cn/comment/hot/Ix0s7kY3z?rl=2,什么叫要跟你们分享？我们没藏着呀？每条措施都是公开的呀？抄作业你自己不会抄？还让别人帮你写？我们自己作业还没写完呢,3692,angry
105,2020-03-04,https://weibo.cn/comment/hot/Ix0DXCEpq?rl=2,#共同战疫#【直播！#伊朗累计确诊2922例新冠肺炎# 防疫形势如何？】目前，伊朗确诊人数已位列全球第3。伊朗最高领袖哈梅内伊表示，各部门应密切合作，包括伊朗武装部队都应参与疫情防控工作。WHO和中国也已对伊朗进行了援助。伊朗普通民众如何防疫？看直播↓（总台记者倪紫慧）,27,shock
106,2020-03-04,https://weibo.cn/comment/hot/Ix0DXCEpq?rl=2,春天来了加油,1,hopeful
107,2020-03-04,https://weibo.cn/comment/hot/Ix0DXCEpq?rl=2,恳求关注：杭州铜板街互联网金融信息服务有限公司借清退之机，隐藏app端合同，不顾往期项目逾期率为零的事实，拒绝公布清退前的运营账目，涉及4万出借人、41亿本金，强行霸占出借人历年以实得的本金。在全民抗疫期间将出借人账户财产清零，且以“失联”短信等恫吓出借人。向当地各部门投诉、报案无果！,43,unsatisfied
108,2020-03-04,https://weibo.cn/comment/hot/Ix0DXCEpq?rl=2,#甘薇放弃财产优先分配权#还有个诈骗大户一样套路#张振新老婆张晓敏不肯还债# 头顶“政府光环”，#先锋#集团庞大金融帝国为他人洗钱转移资产，#网信#恶劣暴雷，血洗17万投资人上千亿资金，老总#张振新#伦敦离奇病死，幕后黑手不详，在逃高管背景复杂，17万投资人奋起维权，金融不稳，国本何在？,47,unsatisfied
109,2020-03-04,https://weibo.cn/comment/hot/Ix0DXCEpq?rl=2,小家伙肉嘟嘟的，好好吃奶，好好长肉肉,14,neutral
110,2020-03-04,https://weibo.cn/comment/hot/Ix0DXCEpq?rl=2,睡的好香,11,neutral
111,2020-03-03,https://weibo.cn/comment/hot/IwUUhBRsv?rl=2,日本在赌，赌赢了开奥运会，赌输了解决人口老龄化,645,neutral
112,2020-03-03,https://weibo.cn/comment/hot/IwUUhBRsv?rl=2,日本的感病人数将要开始增长了！,1,worry
113,2020-03-03,https://weibo.cn/comment/hot/IwUUhBRsv?rl=2,就算你日本真正控制住了，别的国家能控制住吗，韩国意大利伊朗能控制住吗，不说去了的回来之后会不会有确诊，就是去了的你能保证没有确诊的吗，每个国家多少人去日本，你连自己国家现在都控制不住，你到时候怎么保证控制住所有国家。如果能延迟还是可以的。,4,unsatisfied
114,2020-03-03,https://weibo.cn/comment/hot/IwUUhBRsv?rl=2,为了运动员们的梦想、期待和努力，还有你们自己付出的大量财力，也要控制好疫情！！推迟可以，取消就很难过了……期待举办，加油！！,185,hopeful
115,2020-03-03,https://weibo.cn/comment/hot/IwUUhBRsv?rl=2,有一说一，一个运动员的职业生涯能有几个四年，四年的全力奋战，每一场比赛可以说都在为奥运会练兵，延长可以理解，但是不同意取消，很多运动员来说这可能是他们最后一届奥运会了！！！ ,194,hopeful
116,2020-03-03,https://weibo.cn/comment/hot/IwUUhBRsv?rl=2,这是真的不把新冠当一回事啊,53,worry
117,2020-03-03,https://weibo.cn/comment/hot/IwSzdrXnU?rl=2,接触过他的人 没有一个人说他不好的 武汉甲乳科的权威 出名的60分贝暖男医生 说话风格和张宏杰很像 风趣幽默 人好 医术好 江医生 一路走好 安息对病人脾气好有耐心 两年前江教授帮我做过一次手术 最大的感触就是他非常忙 手术室 住院部 门诊坐诊 媒体采访 每天都忙得像燕子飞 愿这场人间惨剧早点结束,17217,neutral
118,2020-03-03,https://weibo.cn/comment/hot/IwSzdrXnU?rl=2,希望不要再有人倒下了啊🙏🙏🙏,8846,hopeful
119,2020-03-03,https://weibo.cn/comment/hot/IwSzdrXnU?rl=2,这是一个医生，一个丈夫，一个儿子，一个女婿，三个家庭，一个城市，一个国家，万千治愈患者的悲伤。,532,sad
120,2020-03-03,https://weibo.cn/comment/hot/IwSQRD1nc?rl=2,郭雨欣家里暖气挺足的啊，南方人羡慕了！,3435,neutral
121,2020-03-03,https://weibo.cn/comment/hot/IwSQRD1nc?rl=2,加油加油,119,hopeful
122,2020-03-03,https://weibo.cn/comment/hot/IwSQRD1nc?rl=2,今年的高考生太南了,142,neutral
123,2020-03-03,https://weibo.cn/comment/hot/IwSQRD1nc?rl=2,今年的考生，心理承受能力好的沾光。。。。,99,neutral
124,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,严防境外输入！，全国战疫的结果不能最后功亏一篑啊。,444,neutral
125,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,入境都隔离14天吧 谁知道他有没有去过其他国家  严防输入！,693,worry
126,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,国外重点国家或地区旅居的，一律隔离14天这个措施挺好，就怕有些人从别的较轻或者还没有发生疫情的国家转机来中国，你说这该怎么办？我建议是凡是从国外外来的所有中外人员全部都得隔离17天，因为长三角珠三角地区是我国经济社会发展的基本盘，这个时间节点必须稳住发展和生产，这关系国内外的经济发展,331,neutral
127,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,大天津，可以抄下上海的作业吗？！大批韩国人抵津，不按要求隔离，随意进出小区，希望有关部门加大管控力度，不要让我们一个月的努力都白费,10,unsatisfied
128,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,现在看来，国外疫情才刚刚开始，大爆发都有可能，所以希望对从国外来华的人员做好检测隔离非常重要，是保护好中国抗疫战果的重要一环，否则我们之前付出都会再来一次,174,worry
129,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,严防境外输入！，全国战疫的结果不能最后功亏一篑啊。,91,neutral
130,2020-03-03,https://weibo.cn/comment/hot/IwTuzpkjY?rl=2,不是应该外面回来的都要隔离吗？不是重点国家不代表没风险啊万一放一个带病毒的不是又要散播开来。。。。,65,unsatisfied
131,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,感谢党和国家啊！,2187,moved
132,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,相比外国核酸检测都是一笔很大的费用，感谢祖国,1375,neutral
133,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,落叶归根，饮水思源，感恩祖国这么多年来给我的依靠和庇护，真的很安稳很幸福！！,402,angry
134,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,国家不够，我们老百姓捐吧！,55,neutral
135,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,中华人民共和国是工人阶级领导的、以工农联盟为基础的人民民主专政的社会主义国家。,355,satisfied
136,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,请大家放心，感染了新冠肺炎所有费用都是国家财政出。我们所有人，要做的就是做好预防，得病了请及时上报国家，政府会及时安排给治疗。请大家要不信谣不传谣，不给国家添乱，相信党和政府。,258,neutral
137,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,一个月前，我盼望着中国不要全红。现在，我盼望着全世界不要全红！警惕外来输入，全国战疫的结果不能最后功亏一篑！！不然会伤了我们大家的心！！！,112,worry
138,2020-03-03,https://weibo.cn/comment/hot/IwTXyhBxX?rl=2,人情味儿和中华民族凝聚力，在这里，被完全体现出来。,65,neutral
139,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,国家说了不算，老板说了算,899,angry
140,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,老板们也很难，都挺难的,320,unsatisfied
141,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,公司不遵守，按事假算，怎么办？,3,neutral
142,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,大部分职业是没有办法在家办公的，两个月没有收入了，各种贷款是个问题,183,hopeful
143,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,老板没有收入如何发工资？谁也不欠谁的。,121,neutral
144,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,总工会站着说话不腰疼，自己拿着公务员的工资，旱涝保收！企业和员工需要共度时艰，不要单纯说保工资，中小企业主也很难,130,unsatisfied
145,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,老板听得进去吗,48,neutral
146,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,这个……全国总工会虽然说了，但并不好用。,45,neutral
147,2020-03-03,https://weibo.cn/comment/hot/IwUb2e1Tl?rl=2,员工有保障了，那老板呢，有没有法律可以保护公司不倒闭，老板不破产，疫情过后，假如一大批中小企业倒下了，而新的创业公司再起来也同样需要时间，那会失业的人会不会更多，当前形势，企业活着就是最大价值，员工低薪，被解雇也许都还是暂时的。重要的是能一直走下去。,27,worry
148,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,建议全国推广,5135,neutral
149,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,美国也得加上去啊,3618,neutral
150,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,请把美国也加上，他不测不代表不严重！他不测我们帮他测！,3023,angry
151,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,14天不够啊，28天保险吧,1380,shock
152,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,为啥事居家隔离呢... 我jio着统一集中隔离...更合适吧... （只是说说自己想法... 别骂我...认怂,520,unsatisfied
153,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,严防境外输入啊,855,neutral
154,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,真的很可笑，刚打电话问南航，给她说明情况我是湖北籍但是半年没有去过湖北了，想从海口飞北京，然后对方让我报了身份证号，接着回复“您是被列入北京那边限制进入名单的，航空公司不能对您售票的。”，太可笑了，就因为是湖北籍的身份证，420开头，这就是你京发布会所说的会运用大数据做更精准的控制,382,suspicious
155,2020-03-04,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,太多韩国回不来直接去泰国然后回来不需要隔离的，有bug！,13,unsatisfied
156,2020-03-03,https://weibo.cn/comment/hot/IwUeFFjqr?rl=2,凡来华人员一律隔离才好，这时候还区分对待？简直是笑话,341,angry
157,2020-03-03,https://weibo.cn/comment/hot/IwUeWxwqG?rl=2,韩国从来不看自己国家拍的流感,17036,worry
158,2020-03-03,https://weibo.cn/comment/hot/IwUeWxwqG?rl=2,韩国这么点大，这么多人，有点恐怖哦,10895,neutral
159,2020-03-03,https://weibo.cn/comment/hot/IwUeWxwqG?rl=2,5000多了……飞一般的速度！,7378,neutral
160,2020-03-03,https://weibo.cn/comment/hot/IwUeWxwqG?rl=2,看着这个增长数字，我默默看了一眼早期公知吹嘘韩国管控人性化、贬低自己国家管控措施的文章，向党旗敬了一个礼，我又充满了力量！,6425,excited
161,2020-03-03,https://weibo.cn/comment/hot/IwUeWxwqG?rl=2,苏铁山：房子是用来住的，不是用来炒的。 医院是用来救死扶伤的，不是用来挣钱的。 教育是用来培养下一代的，不是用来挣钱的。,2105,suspicious
162,2020-03-03,https://weibo.cn/comment/hot/IwUeWxwqG?rl=2,为什么你们这么害怕啊，这个密度没有武汉大啊，差很多，应该可以防治吧,450,worry
163,2020-03-03,https://weibo.cn/comment/hot/IwUsfhy0i?rl=2,意式自由遍地开花，大韩民国哈利路亚，日本靠聋美国装瞎，印度三哥拿出瑜伽，呆湾省整天呱呱呱，只有中国免费到家。,5383,angry
