时间,热评链接,评论内容,点赞数
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,服了，李记川菜这个是前几天就知道的，今天又说了一遍，还是没有新信息。你让我们不信谣不传谣，你要把信息都公布明白了，哪来的谣？网上出现谣言还不是你们什么都不公布造成的。@首都健康,280
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,加油啊  北京,109
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,今年病毒算是根餐饮行业结仇了，内鬼抓不到，疫情防控就抓不到源头,5
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,人数每天在跳动，我们担心没有用，相信政府的能力，自我防护很有用。,75
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,不公布小区连街道也不说了吗？,73
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,人数已经稳定了，且有下降趋势，控制措施到位！,27
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,那个餐馆？？？？？吃饭的人都找到了吗？,22
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,北京加油  光明在前方,16
2020-06-18,https://weibo.cn/comment/hot/J7duCjpP3?rl=2,注意注意，今年这个坎儿啊！,11
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,其实跟封城差不多了。加油,186
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,直接封城好了！,7
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,允许你出去，但是运输方式有限，其实相当于限流式半封城了……,104
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,愿所有人都平安，注意好防护吧！,50
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,北京加油啊！我们可以哪儿都不去，希望疫情早日结束！,41
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,北京挺住,20
None,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,这就是中国🇨🇳有幸活在中国感觉安逸，外面太乱了,None
None,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,北京加油！,None
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,北京加油，愿疫情早点结束,8
2020-06-18,https://weibo.cn/comment/hot/J7dyb7bvi?rl=2,北京加油！一定要注意防护啊！,8
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,希望如此，但不盲目乐观,424
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,他之前不还说不会调整全市相应级别吗，结果第二天就调整了，这专家是反面预言家吗,437
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,专家，专门忽悠大家,2
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,专家得对自己说的话负责  我相信钟老,1
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,只有我一个人读了好几遍才明白吗？,1
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,有武汉这个前车之鉴，大家都会重视起来得，比较好控制…,208
None,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,615说没必要升级防控级别的好像也是这位专家 结果16晚就回调二级,None
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,第一批感染者及密接同时都医学隔离 其实就算控制住了。要这样理解。接下来再有病例一部分是隔离中增加出来的确诊 或者漏掉的 流落民间的少数新发地接触者 或者前面病例的次密接  那就很少了,170
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,现在说这话会不会早点？,3
2020-06-18,https://weibo.cn/comment/hot/J7dBTfTxx?rl=2,不求速度，只求万无一失，北京稳住！,73
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,封个屁 总有zz动不动就想封城,630
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,封一座城可真不是嘴上说说的事，牵涉面太广,316
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,封不封的，北京人也不出去，出去干嘛呀？嚯嚯别人去？！真干不出来……除非紧急因公出差，那还得检测妥当咯,129
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,在疫情面前谈“精准管控”就是在赌博,1
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,那些说封城的人，请放心不封我们也不出去，说实话还真没感觉怎么着，该上班上班，两点一线，做好防护，不给别人添麻烦，还没武汉那时候来的紧张。,1
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,我们吉林封城一个月，跳楼11个，上吊一个，还有三个跳江的。,1
None,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,相信国家做的所有决定,None
None,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,怎么可能随随便便封城……真不知道有些人怎么想的,None
2020-06-18,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,如果这时候，还是想着靠封城，这种最粗暴简单的方式解决几千万人口的城市，说明我们的防疫还没有进步,160
None,https://weibo.cn/comment/hot/J7bCeu1Da?rl=2,这意思是不是北京没封城，就是严加管控了,None
2020-06-18,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,到是强制在家办公啊喂，每天地铁人山人海，有一个感染的话不就全玩完,1194
2020-06-18,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,如果是冷链传播，专家学者也没预料到，那管理应该没有失职，这应该是管理盲点。,629
None,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,北京加油,None
2020-06-18,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,严防死守，北京加油！！！辛苦所有一线人员🙏也希望大家通力配合，早点控制住，我们就能恢复如常,230
2020-06-18,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,没事少出门，出门带口罩🙏🙏🙏,173
None,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,公司没人戴口罩，这几天班上的瑟瑟发抖,None
2020-06-18,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,不聚集，戴口罩，北京加油。,85
None,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,可拉到吧，地铁公交挤死了,None
2020-06-18,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,管的太松，疫情中戏的人还是来海淀上下班,50
None,https://weibo.cn/comment/hot/J7a4R4zxu?rl=2,北京加油 其他地区也不能放松警惕 希望这场战役早日结束,None
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,疫苗可能是大家恢复去年以前生活的唯一法宝了,322
None,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,本小区中风险，小区里很多男士跑步不带口罩，呼哧带喘的影响到他人。大家认为该怎么办？户外到底该不该强制性带口罩？,None
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,北京官方发布会明确表示，未去过新发地的人员不必去做核酸检测，以免交叉感染，而大兴所谓大数据分析得来的途径新发地人员要求必须去第三方机构自费去做，官方明确价格160，而且有的社区组织的免费，有的收费160+，中建一局培训中心第三方检测机构收费260，公众需要一个合理解释！,4
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,早日上市，民之所向,107
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,期待,28
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,希望疫苗早日研究出来，辛苦科研人员了，真的太想恢复正常生活了,23
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,期待疫苗早日上市，中国加油！,19
None,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,辛苦了，希望早日上市,None
2020-06-18,https://weibo.cn/comment/hot/J7ak8nScZ?rl=2,疫苗研制出来了离打疫苗还是要很久的 毕竟中国14亿人 一人一支疫苗 量太大了 这段时间里还是戴好口罩😷,8
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,武汉周黑鸭给北京烤鸭加油   冲鸭🦆,5838
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,病例越来越少，说明病情可防可控，北京加油！首都加油💪,2566
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,前线医务人员也一定要注意安全,1960
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,早日清零,1061
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,“战时状态”这四个字说起来容易，但要付出巨大的代价。可是为了人民的生命安全，代价再大也要拼一把。北京加油！炸酱面挺住！[加油] ,869
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,炸酱面加油 加油,424
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,我总觉得很快就会清零，我不是北京的，但是我们这的超市又开始了不戴口罩不让进和量体温，管的越严，我就越觉得，我们的祖国会好的越快，早防控早发现，很赞,419
None,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,北京加油,None
None,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,高风险地区快递基本都送不到，能送到的菜价都好贵，社区也没有卖菜的，希望过几天会好转吧,None
2020-06-18,https://weibo.cn/comment/hot/J7aqzkHjT?rl=2,我们全部在家办公，可是一个单元四家装修。孩子没法上课，大人没法工作。求求政府救命！ 既然是战时状态为什么装修工人可以随便进出小区！！！,4
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,毕业快乐，一帆风顺！,98
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,毕业快乐，前程似锦,75
None,https://weibo.cn/comment/hot/J7arcica5?rl=2,华师妹纸好多,None
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,毕业快乐呀,41
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,天降大任于当代大学生们,30
None,https://weibo.cn/comment/hot/J7arcica5?rl=2,北京毕业生哭了,None
None,https://weibo.cn/comment/hot/J7arcica5?rl=2,我们毕业照片都没有,None
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,没有与朋友同学当面话别我不觉得遗憾，因为想见的人以后还会再见。没有在校园拍毕业照我也不觉得遗憾，因为明年后年还可以回去补拍。没有参加现场的毕业典礼我仍不觉得遗憾，因为本科已经历过况且只要能拿到双证就好。但是一年一届的全校合照大圈圈没有了，我就觉得有点遗憾和可惜了,14
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,【祝福毕业生！华中师范大学毕业典礼，一起见证！】今天，@华中师范大学 2020届毕业典礼暨学位授予仪式举行，让我们一起见证毕业生开启新征程↓↓#未来你好#，我们更高处见！ #青春不留遗憾# ,8
2020-06-18,https://weibo.cn/comment/hot/J7arcica5?rl=2,只是学生代表参加了，大部分毕业生都还没返校。,11
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,那些损留学生的，我想说一句：爱国≠民粹！承认人家的强大和先进，才是自己进步的前提！否则和满清的故步自封有什么区别！,6207
None,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,出国的留学生别当个nt就行了 ，一天天的除了骂大使馆，对真正害你们回不来的美国却不敢说半个字。,None
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,一切支持国家的决定，请那些留学生不要唧唧歪歪，老是呱呱叫,1189
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,留学生此时内心焦急不安也情有可原，大家都是中华民族的莘莘学子，互相体谅吧。别用自己的狭隘的思想强加他人身上，留在国内和远走他国，都是人家自己的选择，不必恶言相对。,1185
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,留学对一部分人来说是很不容易，很煎熬的一段经历，总有人要克服万般险阻才能适应国外的生活。这里面需要的坚持，勇气，毅力是没体会过的人永远不能理解的东西和状态。当然也有富二代出国悠哉混日子的，但别一棒子打死所有努力的人。,752
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,评论区像是留学生抢了这些人工作一样......国内校园招聘这么多，就业难不是自己实力问题吗？211.985世界名校毕业的人都是你的竞争对手怎么只针对留学生骂呢？普通老师医生的孩子也有很多出国的，家里卖套房子给孩子出国的也有，自己又穷又懒还好意思是说是因为国家贫富差距大？流浪汉都比你努力,588
None,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,国际形势的影响却是长远的。,None
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,好大学招老师基本都要留学背景，难道好大学是傻的吗？ 我们大学深知和英美比还有多少差距。,566
2020-06-18,https://weibo.cn/comment/hot/J7beR6gmj?rl=2,求求上面的某几位，看看人力资源社会保障部和国务院官网再说话好吗？国内毕业生的招聘会几乎每周都有新闻，比留学生的招聘会次数只多不少。啥都不知道看见留学生三个字上来就喷？,111
None,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,前天海淀确诊新增3例，请问是哪个小区的公布了吗？传染病信息公开的重要性不必多说了吧，最起码确诊病例居住的小区要及时公开吧。,None
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,强制居家办公吧,138
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,谁来统计下失业人口？？？？,52
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,也不下调到岗率,171
None,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,求问还得去上班的咋整呢,None
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,强制线上办公吧，求求了,130
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,居家吧 不乐意居家的自己申请上班 ,88
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,中风险为什么不能上班？自己懒惰不想上班就瞎闹,70
2020-06-18,https://weibo.cn/comment/hot/J7bjZ0Yph?rl=2,能先把和平里，北新桥确诊病例详情说明白了吗,74
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,那你倒是公布行动轨迹啊！昨天的也不公布，谁知道自己是不是密切接触者啊,4527
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,不能再扩散了……,2770
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,能不能强制居家办公 公司很多人不戴口罩,2021
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,少些官话和形容词，介绍一下确诊病例轨迹，以便自我筛查。,1572
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,北京挺住，今天我们都是北京人。,1136
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,请停止进口海鲜类,501
None,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,菜场卖肉的大叔大婶，根本不当回事儿。要么不戴口罩，要么带了口罩露出口鼻。你还想叫他们坚持洗手？得了吧，大脸盆里装一盘子水能洗一上午所有冻肉或者鱼。…,None
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,我有个疑问，我看到咽拭子检测的现场，大家排队，排队人多我到不是特别在意。我的疑问是，前面一个咽拭子检测完后，很多都会干呕或者咳嗽，然后下一个人过来，就在刚才那个干呕咳嗽的地方张开嘴做咽拭子检测，这样的检测方式，如何确保不会出现感染？或者如何确保检测的准确性？,52
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,少点套话和官话，唠点干的不好吗？像昨天发言人李奕，实实在在解答问题，确诊患者的轨迹公布一下会怎样，老百姓心里有数不好嘛，天天弄的人心惶惶的。,80
2020-06-18,https://weibo.cn/comment/hot/J7bsk5ORX?rl=2,为什么要在风口浪尖进国外的鱼肉，不解，海关检疫咋做的。,18
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,作为一个北京人。落实情况我真的不想说什么了，年轻人送外卖的查贼死，老头老太太口罩也不带随便进，小区里有几个卖菜的因为便宜天天都有外面的进来买，幸亏小区里的小学和中学停课了，要不挺担心那些孩子的，啥都不想说了。,131
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,看证看码的有啥用，病毒看你拿着出入证和健康宝，就不传染了？地铁公交人挤人，哪儿的都有，看证有什么用？,78
None,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,北京外还有几个中高风险地区啊，最近也没人敢去北京吧,None
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,忍一忍吧北京的朋友！,32
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,小区的人也不能出去,21
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,快递外卖不能进这个真的是不过脑子,14
None,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,我住的地方低风险，上班的地方中风险,None
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,加强防护,5
2020-06-18,https://weibo.cn/comment/hot/J7bvH1piS?rl=2,严防严控，加油！,4
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,阻断传播是关键,28
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,北京加油啊！守住,24
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,自觉一点都不出京了吧,15
None,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,炸酱面加油,None
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,怎么确定是中风险乡镇人员,4
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,北京加油,3
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,河北的，希望北京快点好起来，希望河北天津尽快结束🙏🙏,5
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,加油,4
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,炸酱面加油,2
2020-06-18,https://weibo.cn/comment/hot/J7bAeCIQB?rl=2,北京加油 炸酱面加油 🙏,2
None,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,美国增加即使到300万，也不如中国增加一例来得更加重要和重视。在他们国家也许只是数字，而在我们这就是每一个人的生命健康。,None
None,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,你拦不住 美国巴西这两个不防疫的总统啊，拖累全球,None
2020-06-18,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,我是看出来了，他增加即使到300万，也不如我北京增加一例更加重要和重视。在他们国家也许只是数字。在我们这是每一个人的生命健康。,223
None,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,美国人自己也麻木了,None
2020-06-18,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,现在只关心北京疫情ke y,71
None,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,中国以人为本 生命至上 有能力有决心控制住疫情这才是大国担当  🇨🇳,None
2020-06-18,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,国外咱们管不了，国内千万不要放松警惕，希望疫情早点过去🙏,33
2020-06-18,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,希望疫情快快过去 全球都能平安🙏🙏🙏🙏,18
2020-06-18,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,希望疫情赶快过吧国外的就可以回家了,12
2020-06-18,https://weibo.cn/comment/hot/J79Oe93Wc?rl=2,祈祷疫情尽快过去，愿世界人民安康🙏🙏🙏,11
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,辛苦所有检疫人员🙏🙏天气太热，烦请给他们好些的工作环境，拜托了🙏,11350
None,https://weibo.cn/comment/hot/J744tE47m?rl=2,中国速度,None
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,可以采用临时的板房，安装空调，穿防护服在外面简直没法待，很容易出痱子！将心比心，医护人员太辛苦了～,4776
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,水滴筹那个是骗子，别给忽悠了，顶我上去,3475
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,大家不要被骗子骗了！热评有一个走投无路的父亲。大家快点举报他。他已经把所有的评论都删了。因为我评论了一句，也把我拉黑了。而且需要求助的为什么不是正规的水滴筹平台的链接，而是一个收款码呢！,2360
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,希望给一线医护人员多点保障~,802
None,https://weibo.cn/comment/hot/J744tE47m?rl=2,身边的朋友陆续被通知去做检测，甚至仅仅是曾经开车路过，大数据都筛查出来了！但是没有人有怨言，大热天的，检测人员，基层社区组织人员甚至彻夜工作，都是为了可以在最短的时间内检测更多的样本，,None
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,评论中出现了一个骗子，叫走投无路的父亲，大家注意啦,138
2020-06-17,https://weibo.cn/comment/hot/J744tE47m?rl=2,中国速度,381
